Tripadvisor,Showdown,"Area,Feb 2013,3,",,"This place was great for NO LIFT LINES! Also plenty of fresh pow in the trees and some of the best snow of skied on.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Showdown,"Area,,4,",,"this place is great. Ben and staff are wonderful. my girlfriend loves to ski there and i love to hang in the lodge and drink some wine and watch a nascar race.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Showdown,"Area,Feb 2013,5, ",,"""If you like to ski, you'll love Showdown. If you don't ski, they have a really great lounge where you can sit and watch for your skiers to return, or if it's a nice day, sit outside on the deck."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Feb-12,4,"This is where I ski nearly 100% of the time. RLM doesn't have the super gnarly runs that Jackson Hole or Big Sky have but it still has a wide variety of terrain that will satisfy just about anyone and also doesn't cost an outrageous amount for a lift ticket. The food is better than average and not as expensive as other pricier ski areas. The staff is always friendly and helpful, especially the Mountain Hosts who help get your kids to ski school, help unload your vehicle and even carry bags and skis for you. This is a good place for families and the ski school does an excellent job with kids. The only real downside is that there are no lodging facilities at the mountain but the town of Red Lodge is only 6 miles away and there are several motels and good restaurants in town.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,,5,"I was a first time visitor Jan. 15-18, 2012. It will not be my last. \n\nMy son and I took our ski vacation this year and decided on Red Lodge Montain Resort as our destination because Red Lodge had the most significant amount of snow year to date. Great choice on our part even though we drove 770 miles from Sioux Falls, SD. For me as long as Red Lodge has the snow I will gladly make it an annual trek. \n\nThe staff at the resort were fantastic, everyone from ticket sales to lift ops were friendly and helpful. \n\nThe ski chow was great and not overpriced. This was truly a mom and pop, old fashioned down to resort. \n\nAs an intermediate skier, the terrain was all I could ask for, the variety of runs was awsom. My son (a ski instructor), was more than content with the variety of terrain. \n\nThe snow, dry fluffy powder, wow!!\n\nI'll be back...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Jan-12,4,"We went to RLM because they had the most snow of all the Montana ski hills within 1 days drive of our home in Alberta Canada. We appreciated getting discounted lift tickets at our B&amp;B and the fact that there were no crowds and 14"" of fresh powder",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,,4,This is one of the most gorgeous drives in Montana. The views are amazing! A must see!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Dec-11,5,"We drove out from Minneapolis over the Christmas week 2011. \n\nThis place has a monster rise off the local terrain. We had stopped in Billings on the way out to buy discount lift tickets - adults at $42 rather than $49, (college kids get them for $32 at the hill), and could see not only the hill but the runs from the edge of Billings - 50 miles away. The town of Red Lodge is at 5500 ft, the plains below probably at 4000 ft or less, so the view from the top was huge. You could see the Crazy mountains and I'm quite sure the Bridger range to the west. Behind were the peaks and high plateau of the bear tooth range - spectaular. The ski hill peaks are at 9700, chalet base is 7700, but the palisade area drops another 400' for the advertised 2400' vert. But the impressive part is it's 2000 ft straight down. Two main runs run from top to bottom, one is black diamond (upper and lower limited), the other intermediate (lazy M) (but in the midwest it would also be black diamond). All of us went down Lazy M, but it isn't lazy. You wouldn't be able to bomb it - and the limited, which is groomed - would get you up around a hundred if you tucked and kept your feet. That run, if left ungroomed would be a 2 mile mogul run all the way down. Even the beginner lift, Miami beach, has a grade like an intermediate run and is tilted to the fall line, so isn't the best for beginners, but is a full 300 ft in elevation. Our daughters spent much time on that run. The only true beginner area is right out front the chalet in the wide ravine though which all the runs eventually funnel to the main lower lift. The Miami beach area is in it's own side ravine. The main area has a long magic carpet off the north side and a roped area for beginners and lessons. Good area for true beginners. It was packed. \n \nFive days before we arrived they got 2 feet of snow. Three days before our arrival temps got up into the 40s. We saw little powder, almost all hard packed power, and a touch of the hard stuff. Conditions were actually very good and what we like to ski, but I was surprised it settled and got knocked down so fast. This hill was completely open, base of 4' +, nothing else in the West as far as I know was even 75% open at this time, so folks normally running off to Big Sky for the day or Bridger were here. The parking lot is small for ski area size and cars were parked on the side of the access road going a full mile down the road. My wife had an old guy sit with her for a while and said normally the top lot is only half full. Yet in spite of having record crowds, and mostly older lifts, there were no real lift lines. Even on day 2 when they closed the upper lifts due to wind, my son and I took the willow lift multiple times - no lines. An exception to this was the Miami beach lift which ran at a snails pace had a long line and the high speed quad in the palisades area had a bit of a line. The main triple lift flies along, they have a sign in front telling you you'll get knocked on your can if you don't pay attention. \n \nMy son and I skied much on the front side and Latigo in the Cole Creek area. Again very steep grade for an intermediate run. His gps showed a 1000+ ft drop in about a mile. I skied true grit (double black) once - steep with mostly shallow bumps..And of course there was a family of 4 going down it - mom, dad, sister and little sister - about age 5. Not sure what their motivation was - at their rate they were going to get just one run in. Our second time down this area we took the trail that goes to the bottom of the palisades. My son said it was the best trail he's ever been on. Dangerous weaving thing, hard to keep the speed down. Other great mogul runs were Berrys, Thompsons' and Royals run. Even on the lower level of the hill off the side of the main ridge, they had runs like Bigfoot and Bear paw that longer bump runs than most in the Midwest. \n \nBest part of the hill is the terrain, from looking at google earth and the tail map, I underestimated the size and topography. It's much larger, steeper, and varied than I expected. Ridges, valleys and heavily treed. Much more interesting terrain than Solitude and Winter Park, and from what I remember of Keystone and A-basin. Similar but obviously smaller, yet more challenging than Snowmass. The Drainage area looked cool from the chair but not like the map... it's just tree skiing in a really steep gorge. I didn't try it. \n \nShort comings? Lower parking is 50 ft below upper parking. Upper parking is 20 ft below the chalet. Step out of the undersized Chalet, and you have to walk up 12 ft of hill to get to either of the lift lines. Had they not flattened out the area for the parking, they could have continued the runs down another 500 feet into the ravine. They're short of flat areas. Instead of fanning out onto flats, it all funnels in to a congested, overly steep area. I didn't mind, nor did our kids, but not an easy place for beginners. The upper chalet was very nice. Day 2 we stopped in early - almost empty. Next we stopped at noon, jam packed, but again the weather went from calm, sunny and 35 in the morning to maybe 40 mph gusts midday. \n \nThe entire area is in a national forest with limited base facilities for the size of the hill. Sort of like Lutsen on a busy day. They did put in 2 high speed quads in sometime ago - for Cole creek and Palisades, but in my opinion they should have used the Palisade quad (not always in use) and used it to serve the base area, and moved dirt around to make base area more friendly. Also there is no on site lodging so it's a ski hill - not a resort. I imagine the locals would want it to stay the way forever. Limited older lodging in town, inconvenient for beginners, no glamour. In return they get great cheap skiing. I'd go back for another look. Can't say the same for three of the other places I've been to in the last few years.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Dec-11,5,Best value on front range. Large enough resort and amazing prices. The only deficiency are the slow lifts but that is definitely covered in reasonable prices.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Oct-11,3,cool town with good eating places and very nice shops to buy things,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,,3,"Had a great time here with family, nice terrain park, plenty of trails, did I mention student discount. Great front desk service. Rentals were a little in bad shape but I seen worst. Overall Great.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,,3,"This mountain was great, pure Montana powder for a cheaper price than I pay to go out on the ice in Pennsylvania. Plenty of great runs from all ranges, beginner to expert. \n\nOnly issue I had was no lap bars on the lifts, that was kind of freaky. Still, this is an amazing small mountain to ski at. Highly recommended.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Jun-20,3,"Took a ride up the mountain in June. It ended up being one of the highlights of our trip! We pulled over and parked (after decsending and finding a great view), No one was up there, it was so quiet and smell of pine was incredible. We sat and listened to birds chirping and nothing else, it was heaven and the view was amazing.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Mar-20,3,"If you're going to compare this to other Rocky Mt resorts you will be very disappointed. If you compare this to mid-west hills you will be pretty happy. If you compare this to east coast hills you will be ""meh, not what I expected the rockies to offer"". So with that said and your expectations adjusted lets talk about the mountain itself. Several nice long on-piste groomers, some nice hidden tree runs that get run out fairly quickly and a couple runs for your newbies and kids but not much to offer for the true beginner. That said the mountain and terrain gets a passing grade of a C. Now for the amenities and lodge/ food etc.. I was almost shocked at the lack of a comfortable place to take a break. The lodge is tiny and dated with one dirty bathroom for the entire resort! The food is a typical cafeteria style with limited options and poor quality. There was a mexican option in a yurt that was even a worse option than the typical hot water burgers and fries drenched in canned cheese. The trip up to the hill is long and windy, the parking is below grade, the rental shop had 5 to 6 yr old skies but were fairly efficient given the amount of people. The people however were great and friendly. The town and stay and eat options are limited and most fall below standard other than a few select places. Do yourself a favor and review everything or ask someone whom has been before you blindly chose your destination for a room or food. In closing; I will return in summer but I will question driving 500 miles again to visit the ski resort unless some major improvements are announced. Oh I forgot lift! They still get you up the hill in 50 yr old double chairs and the main chair is a triple that you sit on for 15 minutes! Wow..",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Dec-19,4,"Skiing during holidays at bargain prices! Beautiful weather, no-wait lift lines, incredible scenery with challenging runs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Feb-20,3,"Very friendly people. Perfect morning of skiing. A little breezy but not cold. Easy parking. Love this place. Skied right on the lift every time. No lines!!! And, get this.... Sun 🌞",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Feb-20,1,"The mountain seems nice but unfortunately one staff member ruined our experience. My girlfriend and I have tried to snowboard a couple of times in the past but neither of us had even taken a lesson. It had also been a few years before our last attempt. We were in Red Lodge visiting friends for the weekend and we all thought it would be fun to take advantage of the snow by going up to snowboard. Since my girlfriend and I hadn't been in a few years and had never taken a lesson we decided to take advantage of the lesson and rental package the mountain offers. Our instructor, Mitch, was nice enough. During our lesson we had told him we had tried to snowboard a couple of times in the past but had never taken a lesson. After he gave us some basics he took us over to the lift. Once we were there we were berated by another staff member. I believe his name was Craig. He yelled at us because we had tried snowboarding in the past (we assume Mitch informed him when we arrived to the lift) and said we should not have purchased the package. He told us twice that we needed to quit purchasing that deal as if we had done so in the past. He said it was for first timers only and that they have more intermediate lessons for a higher price that we should have paid. It was a little embarrassing and made us feel we did something wrong. Mitch did apologize for his co-worker after we got off the lift but we were still a bit frustrated. After leaving and re-visiting the website we believe we purchased the correct package. I have copied and pasted directly from their website:\n\n""Beginner lessons are perfect for first-time skiers and snowboarders of all ages, and for those who need a little extra work on the basics (turning or stopping). Our learning area and easy-to-ride Magic Carpet provide a safe and fun place to get started.\n\nAll beginner lesson packages include:\n\n1 Miami Beach Lift ticket\n90 minutes of group instruction\nEquipment rentals""\n\nWe definitely needed help with stopping and turning and struggle with falling. Craig needs to review their own policies and not berate paying patrons. His attitude and actions soured our visit. I don't foresee returning here and spending our money when there are much friendlier options. Our friends also mentioned that the season passes have almost doubled in the last few years. Seems like other places are also cheaper. Save your money and visit and more cost effective mountain with friendlier staff.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Jan-20,3,Love coming here to ski. My husband and I are what they call “Super Seniors” (over 70) we’ve been skiing for over 50 years and since moving West from the east coast have been coming here to ski every winter. It’s great for all ages and skills. Our granddaughter and here husband come to ski with us and they love it too. The area has good restaurants and other things to do.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Mar-19,4,The snow was great and the environment excellent for skiing. We were there on a busy day and still never waited in line for more than 5 minutes. Usually it was down and up. The terrain was also varied and in great condition.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Mar-19,4,"This truly is a perfect ski resort for families learning to ski or families with younger kids. We aren't big time skiers but love to ski a few times a year. This resort is clean, the staff are always friendly, and reasonably priced. The one thing I like is that it offers slopes for all abilities and when your kids get old enough to venture on their own or with friends, there is basically 1 main area they have to end up at when coming down from the top/middle. We can always keep an eye on them or so it seems.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Mar-19,3,"Great day, sun, laughs and skiing tops!\n\nChange up patio radio music more please?\nBar tending crew always has hard rock or Pink Floyd playing.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Mar-19,3,"First time to Red Lodge &amp; had super week. 7 in our group &amp; we've been to many different western ski resorts. Kids said Dad, why haven 't you brought us here before? Got 3 of 4 day passes ahead of time for cheap &amp; paid at the window to ski a 4th day. BONUS: After skiing at 28 western ski resorts, I'm now disabled with MS. My cousin &amp; my sons got the ski patrol to give me a snowmobile ride to the top &amp; a ride back down to the bottom in a rescue toboggan for my ""last run"". Nuf to make a grown man cry. My group liked the terrain &amp; the runs &amp; we had a super week &amp; at lunch, my boys said Dad, we got all these beers for only twenty bucks. Gotta luv it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Mar-19,3,It was a beautiful mountain with friendly people and a beautiful view. The trails are amazing for all levels and not packed at all. There is no traffic or lines. Please come I really recommend the mountain!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Mar-19,4,"This mountain was perfect for our family of four: three snowboarders and one skier. They have a great variety of runs and there were no lines at the chairlifts. The scenery is beautiful and one can easily see why Montana is big sky country. We enjoyed three days on the mountain, two of which were nice and warm, one was a bit windy and chilly. The mountain has a great vibe, fun runs and good value and very family friendly.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Mar-19,5,"We've been to Colorado and other ""high end"" ski locations in the past. This place is the Best! The staff is super friendly and has something to offer for beginners to expert skiers. Super family friendly. The food is a bit pricey but you can pack lunches if you want.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Feb-19,4,Lodges and slopes for all ages and skill ranges. Snacks and food available. Free parking. We all enjoyed the day there.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Feb-19,3,"I had a business trip to billings, and added a day to run down to ski Red Lodge. i'm so glad that i did! It was kid of spur of the moment, and also very inexpensive. $101 for a day lift ticket and full rental of equipment. Free parking as well!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Feb-19,4,"I have skied at Red Lodge Mountain for years. I ski many other areas throughout the country as well. Red Lodge is still our favorite! For a small mountain there are quite a variety of runs and lifts. They welcome families by keeping the ticket price low and inviting picnic lunches to save money on food. The lift operators could not be any friendlier! From purchasing your ticket to grabbing a cup of hot cocoa, Red Lodge Mountain really is a welcoming, friendly example of Montana hospitality!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Feb-19,3,"What a blast! We didn't have the best of snow conditions but sometimes that's just the way it goes. We spent two days on the slopes and loved the unique mounting. Warming huts are tucked away on countless runs and the Mid-Mountain Hut was beautiful!\n\nPalisades offered incredible views and easier skiing for beginners and the Grizzly Chair was great for intermediate or advanced skiers. Only complaint was the road up to the resort, it's a little worn and the parking fills quickly. Besides that the lift lines were short, terrain was great, and staff was incredible! Highly recommend for anyone looking for a big-mountain weekend trip! Enjoy!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Feb-19,3,this is a fun and beautiful place to chill in the beer stoup or ski on the mountain and great food!!nice people too,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Jan-19,4,"I have been sking here since 1985. Been to several states and several ski resorts. For the skiing, cost, and ski town experience this is has to be top 3 in the country. This place is also an easy drive from MN. The last 3 years we have had our best sking in Red Lodge. No lines, amazing amounts of snow we have always had tons of powder, $45 lift tickets, rustic lodge that lets you bring I food, some of the best “locals” you will find anywhere, one of the top small towns in the country. If you really want a true experience try a local motel, the service is outstanding try the Red Lodge Inn. \nThe lift from the lodge is old and tired but it adds to the charm. If you want glitz and glamor and to pay a lot maybe Red Lodge isn’t your first choice. This trip was with 3 college seniors, a junior hockey player, a 10th grader and they all loved it. Everyone said they want to do it again.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
